group,type,renewal_status,user_device,order_status,insurance_company_id,payment_method,price,date,voucher
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,returning,web_mobile,done,24,cash,3.42E+06,2022-09-26 18:56:42,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,application,done,30,cash,5.03E+06,2022-09-27 10:34:45,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,revoked,27,cash,6.75E+06,2022-09-28 18:25:21,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,cash,5.58E+06,2022-09-29 01:03:39,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,24,cash,2328366.667,2022-09-30 10:56:29,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,54,cash,5.09E+06,2022-10-01 23:07:43,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,done,63,cash,6.47E+06,2022-10-02 09:01:35,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,application,waiting_for_payment,30,cash,3.83E+06,2022-10-02 14:32:44,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,revoked,30,credit,6.25E+06,2022-10-03 09:48:17,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,4.51E+06,2022-10-03 13:04:11,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,66,credit,9.33E+06,2022-10-04 11:04:24,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,revoked,24,cash,4.53E+06,2022-10-06 06:41:03,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,15,cash,3405400,2022-10-06 17:15:40,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,cash,4.68E+06,2022-10-07 19:05:09,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,credit,7.53E+06,2022-10-11 20:35:41,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,15,cash,2306453.333,2022-10-11 22:03:29,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,24,cash,4.84E+06,2022-10-13 11:39:16,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,33,credit,5.68E+06,2022-10-15 10:45:22,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,33,credit,6.37E+06,2022-10-18 14:33:48,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,done,24,cash,9.64E+06,2022-10-21 22:44:23,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,revoked,63,credit,7.27E+06,2022-10-21 23:09:12,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,24,cash,9.14E+06,2022-10-22 13:21:18,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,5.50E+06,2022-10-22 22:28:25,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,24,cash,9.38E+06,2022-10-23 15:25:25,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,application,revoked,24,credit,2967026.667,2022-10-25 09:53:33,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,27,cash,6.90E+06,2022-10-25 22:14:49,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,returning,web_mobile,done,30,credit,4.85E+06,2022-09-22 17:20:42,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,application,waiting_for_payment,63,cash,5.45E+06,2022-09-22 14:13:28,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,application,revoked,66,cash,7.42E+06,2022-09-23 13:43:24,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,returning,web_mobile,done,39,cash,4.17E+06,2022-09-23 14:27:40,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,done,24,credit,1.00E+07,2022-09-28 16:35:12,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,39,cash,6.09E+06,2022-09-24 13:49:49,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_desktop,revoked,60,cash,4.13E+06,2022-09-25 11:27:38,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,7.87E+06,2022-09-25 20:02:29,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,revoked,63,credit,6.92E+06,2023-01-20 10:16:19,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,66,cash,8.52E+06,2022-09-26 09:02:01,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,27,cash,8.57E+06,2022-09-27 16:31:31,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,9.61E+06,2022-09-28 19:40:10,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,revoked,24,cash,7.16E+06,2022-09-28 21:18:28,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,done,30,cash,6.71E+06,2022-10-01 19:12:08,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,application,done,39,credit,8.43E+06,2022-10-28 12:49:44,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,24,cash,2636166.667,2022-10-02 17:22:13,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,39,cash,6.89E+06,2022-10-06 09:22:43,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,5.63E+06,2022-10-07 17:50:21,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,39,cash,5.78E+06,2022-10-08 14:16:21,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,done,30,credit,3.88E+06,2022-10-08 17:30:49,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,24,credit,8.55E+06,2022-10-13 16:11:01,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,revoked,39,cash,1.09E+07,2022-10-14 18:59:13,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,credit,9.79E+06,2022-10-15 09:34:31,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,15,cash,3.48E+06,2023-05-01 11:33:18,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,27,cash,4.39E+06,2022-10-15 22:40:15,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,8.10E+06,2022-10-18 12:55:19,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,5.57E+06,2022-10-18 05:56:37,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,60,cash,9.58E+06,2022-10-19 20:34:07,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,cash,7.52E+06,2022-10-20 20:20:04,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,3.83E+06,2022-10-21 23:27:08,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,cash,4.69E+06,2022-10-27 11:07:30,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,24,credit,1.02E+07,2022-10-25 02:22:15,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,27,credit,7.53E+06,2022-11-28 21:15:47,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,60,cash,8.82E+06,2022-09-16 18:41:43,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,application,waiting_for_payment,63,credit,6.98E+06,2022-09-16 18:56:38,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,application,done,24,credit,7.29E+06,2022-09-17 17:45:32,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,3.97E+06,2022-09-21 11:05:10,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,9.67E+06,2022-09-21 15:58:02,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,returning,web_mobile,revoked,60,cash,4.07E+06,2022-09-22 06:12:41,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_desktop,done,27,cash,3.67E+06,2022-09-22 10:51:16,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,returning,web_desktop,done,63,cash,5.50E+06,2022-09-23 10:27:50,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,revoked,66,credit,3.93E+06,2022-09-24 17:27:40,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,cash,4.82E+06,2022-09-24 08:58:17,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_mobile,done,63,cash,4.75E+06,2022-09-25 13:49:08,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_desktop,done,24,credit,7.95E+06,2022-09-25 10:40:05,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,done,66,cash,3.75E+06,2022-09-25 11:27:05,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,revoked,30,credit,5.39E+06,2022-09-26 08:27:24,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,24,cash,7.39E+06,2022-09-27 13:16:01,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,5.54E+06,2022-09-29 14:52:10,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,done,63,cash,7.70E+06,2022-09-29 19:11:05,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,4.88E+06,2022-09-30 16:05:44,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,done,60,cash,5.91E+06,2022-10-13 16:23:45,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,33,cash,8.11E+06,2022-10-01 20:47:20,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,done,54,cash,3180953.333,2022-10-03 11:47:25,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,24,cash,7.72E+06,2022-10-07 10:05:18,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,done,60,cash,3166313.333,2022-10-05 04:21:50,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,application,revoked,63,credit,5.26E+06,2022-10-07 21:16:25,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,39,cash,7.30E+06,2022-10-07 22:09:06,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,15,cash,2148760,2022-10-08 18:45:46,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,done,27,cash,5.24E+06,2022-10-09 10:56:51,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,30,cash,6.23E+06,2022-10-09 11:16:21,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,39,cash,5.83E+06,2022-10-09 13:14:20,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,39,cash,2257000,2022-10-10 12:38:19,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,15,cash,3.49E+06,2022-10-10 16:26:08,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,60,credit,5.42E+06,2022-10-11 21:26:08,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,done,27,cash,7.78E+06,2022-10-12 17:17:01,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,done,33,credit,8.30E+06,2022-10-13 10:13:33,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,5.54E+06,2022-10-13 10:46:50,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,30,cash,8.00E+06,2022-10-14 17:26:30,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,39,cash,1.18E+07,2023-04-10 12:58:09,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,revoked,30,credit,6.47E+06,2022-10-19 14:52:39,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,4.70E+06,2022-10-25 22:01:17,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,application,waiting_for_payment,39,cash,7.50E+06,2022-10-25 22:47:08,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,8.33E+06,2022-10-25 22:56:18,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,30,cash,5.63E+06,2022-10-27 09:56:33,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_mobile,done,27,cash,6.77E+06,2022-09-22 14:42:56,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,done,15,cash,2022280,2022-09-19 11:44:34,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,5.65E+06,2022-09-19 16:58:58,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,returning,web_desktop,done,27,cash,8.26E+06,2022-09-20 13:32:39,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,15,cash,7.68E+06,2022-09-20 16:30:22,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,60,cash,8.22E+06,2022-09-20 22:57:10,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,done,27,cash,3.78E+06,2022-09-21 20:09:05,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,cash,6.71E+06,2022-09-22 18:27:22,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,33,credit,8.26E+06,2022-09-23 18:49:53,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_mobile,done,63,credit,5.02E+06,2022-09-24 13:10:08,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,6.83E+06,2022-09-25 00:02:54,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,6.91E+06,2022-09-25 12:28:04,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,4.87E+06,2022-09-25 17:34:18,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,returning,web_desktop,done,66,credit,8.84E+06,2022-09-26 13:52:05,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,15,cash,8.33E+06,2022-09-26 21:51:17,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,24,credit,7.04E+06,2022-10-01 08:29:09,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,cash,8.85E+06,2022-07-17 13:19:14,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,credit,6.06E+06,2022-10-04 00:26:48,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,30,credit,4.22E+06,2022-10-04 03:11:29,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,24,credit,5.37E+06,2022-10-04 15:24:48,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,cash,6.32E+06,2022-10-06 09:16:43,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,application,done,30,credit,4.67E+06,2022-10-06 17:48:11,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,cash,6.73E+06,2022-10-09 04:21:02,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,application,waiting_for_payment,39,cash,8.71E+06,2022-10-09 09:58:28,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,8.09E+06,2022-10-09 21:04:16,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,60,cash,4.07E+06,2022-10-10 21:00:49,0
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,application,done,24,cash,6.39E+06,2022-10-10 23:03:45,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,27,cash,9.36E+06,2022-10-11 21:32:41,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,cash,7.06E+06,2022-10-14 06:19:32,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,5.32E+06,2022-10-15 15:16:12,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,60,credit,9.21E+06,2022-10-24 06:17:12,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,application,done,60,cash,8.86E+06,2022-10-24 11:37:24,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,24,credit,5.58E+06,2022-10-24 15:13:15,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,30,credit,6.36E+06,2022-10-25 22:39:33,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,60,cash,5.68E+06,2022-09-17 20:38:53,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,returning,web_mobile,revoked,24,cash,7.50E+06,2022-09-21 13:28:04,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,63,cash,3.53E+06,2022-09-22 17:48:58,0
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,30,cash,8.66E+06,2022-09-23 08:35:40,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,24,credit,6.24E+06,2022-09-24 20:39:17,1
"{""id"":0,""type"":""json"",""value"":{""group"":""A"",""operation_cost"":0}}",vehicle_body_insurance,new_customer,web_mobile,done,60,credit,1.19E+07,2022-10-04 00:40:41,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_mobile,done,27,cash,7.01E+06,2022-09-30 12:23:47,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,application,done,24,credit,8.68E+06,2022-09-27 18:22:21,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,63,credit,4.52E+06,2022-09-29 22:43:20,1
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,done,60,credit,4.84E+06,2022-09-30 22:58:36,1
"{""id"":1,""type"":""json"",""value"":{""group"":""B"",""operation_cost"":80000}}",vehicle_body_insurance,new_customer,web_desktop,waiting_for_payment,30,cash,6.40E+06,2022-10-03 10:44:01,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,web_mobile,waiting_for_payment,60,cash,6.39E+06,2022-10-07 07:25:59,0
"{""id"":2,""type"":""json"",""value"":{""group"":""C"",""operation_cost"":40000}}",vehicle_body_insurance,new_customer,,revoked,24,credit,4.07E+06,2022-12-15 15:45:39,1
